mashup_id,api_id,split
2329,203,train
2330,241,train
2330,1615,train
2331,377,train
2331,394,train
2331,1291,train
2331,203,train
2331,2886,train
2332,1554,train
2332,5606,train
2333,294,train
2333,482,train
2333,117,train
2334,5020,train
2334,482,train
2334,117,train
2335,1618,train
2335,241,train
2336,377,train
2336,22438,train
2336,331,train
2336,203,train
2337,23338,train
2338,21965,train
2339,67,train
2339,966,train
2339,421,train
2339,294,train
2339,1605,train
2340,22901,train
2340,294,train
2340,449,train
2340,203,train
2341,2642,train
2342,85,train
2342,324,train
2343,331,train
2344,482,train
2344,117,train
2345,241,train
2346,1282,train
2347,1290,train
2348,23008,train
2348,22021,train
2348,23382,train
2348,22920,train
2348,22885,train
2348,1317,train
2348,512,train
2348,22508,train
2348,40,train
2348,22968,train
2348,6510,train
2349,482,train
2349,117,train
2350,237,train
2350,482,train
2351,241,train
2351,294,train
2353,85,train
2354,948,train
2355,294,train
2355,2642,train
2356,482,train
2357,241,train
2358,377,train
2358,445,train
2358,241,train
2358,331,train
2358,67,train
2358,294,train
2358,7471,train
2359,141,train
2359,1554,train
2360,482,train
2360,117,train
2361,241,train
2361,421,train
2361,294,train
2361,267,train
2361,258,train
2362,1610,train
2363,377,train
2363,241,train
2363,421,train
2363,923,train
2364,377,train
2364,191,train
2364,67,train
2364,294,train
2364,1560,train
2364,959,train
2364,3730,train
2364,1291,train
2364,258,train
2364,246,train
2364,2,train
2364,5346,train
2365,85,train
2366,23097,train
2366,4999,train
2367,2884,train
2367,294,train
2367,237,train
2367,23296,train
2368,241,train
2369,7603,train
2369,5040,train
2370,2874,train
2371,421,train
2371,22524,train
2372,331,train
2372,421,train
2372,22017,train
2373,331,train
2374,482,train
2374,117,train
2375,331,train
2376,449,train
2377,4999,train
2378,241,train
2379,331,train
2379,67,train
2379,237,train
2380,331,train
2380,67,train
2380,22514,train
2381,964,train
2381,21899,train
2381,421,train
2381,294,train
2381,23038,train
2382,377,train
2382,331,train
2382,294,train
2382,449,train
2383,294,train
2383,2886,train
2384,241,train
2384,363,train
2384,421,train
2384,130,train
2384,925,train
2384,1183,train
2386,294,train
2386,2874,train
2387,241,train
2388,421,train
2388,294,train
2388,482,train
2388,117,train
2389,1291,train
2390,294,train
2390,925,train
2391,241,train
2391,3955,train
2392,294,train
2392,128,train
2393,421,train
2393,294,train
2393,1540,train
2393,258,train
2394,930,train
2394,936,train
2394,1545,train
2394,22856,train
2394,268,train
2395,241,train
2395,331,train
2396,1545,train
2396,7720,train
2397,331,train
2397,421,train
2397,294,train
2397,22524,train
2397,22879,train
2397,5619,train
2397,5616,train
2397,2879,train
2398,482,train
2399,246,train
2400,3753,train
2400,3744,train
2400,161,train
2400,4997,train
2401,482,train
2401,117,train
2402,294,train
2402,1547,train
2402,22021,train
2403,449,train
2404,237,train
2404,2874,train
2405,421,train
2406,85,train
2407,241,train
2407,925,train
2408,1618,train
2408,7720,train
2409,22128,train
2409,237,train
2409,1414,train
2410,421,train
2411,445,train
2411,294,train
2411,5157,train
2411,922,train
2413,964,train
2413,445,train
2413,943,train
2413,1291,train
2414,241,train
2414,421,train
2415,294,train
2415,7685,train
2415,508,train
2416,1551,train
2416,966,train
2416,22364,train
2416,23183,train
2417,943,train
2417,241,train
2417,963,train
2417,1291,train
2418,2874,train
2419,241,train
2419,331,train
2419,394,train
2419,22980,train
2419,1576,train
2419,258,train
2419,117,train
2419,3889,train
2419,1596,train
2419,946,train
2420,2874,train
2421,237,train
2421,482,train
2421,117,train
2422,85,train
2423,421,train
2424,294,train
2425,482,train
2425,117,train
2426,241,train
2426,294,train
2427,421,train
2427,294,train
2427,161,train
2427,4997,train
2427,449,train
2428,961,train
2428,1559,train
2429,331,train
2429,1291,train
2430,421,train
2430,130,train
2430,294,train
2431,241,train
2432,445,train
2433,67,train
2433,482,train
2433,21821,train
2434,1282,train
2435,1605,train
2437,241,train
2438,936,train
2438,241,train
2438,294,train
2438,1302,train
2438,267,train
2438,2760,train
2438,925,train
2438,258,train
2438,22929,train
2439,2874,train
2440,869,train
2442,482,train
2443,22322,train
2443,23290,train
2443,3940,train
2444,85,train
2444,2228,train
2445,3955,train
2445,482,train
2445,117,train
2445,5036,train
2446,445,train
2447,331,train
2447,294,train
2447,1550,train
2447,269,train
2448,2642,train
2449,482,train
2449,117,train
2450,241,train
2451,776,train
2452,1282,train
2453,377,train
2453,445,train
2453,331,train
2453,294,train
2454,21899,train
2454,948,train
2455,5146,train
2456,2874,train
2457,161,train
2457,258,train
2458,2642,train
2459,241,train
2460,241,train
2460,258,train
2461,1559,train
2462,4722,train
2463,482,train
2463,117,train
2464,241,train
2465,482,train
2465,117,train
2466,430,train
2467,237,train
2467,117,train
2468,377,train
2468,241,train
2468,331,train
2468,421,train
2468,1302,train
2468,449,train
2469,241,train
2469,2881,train
2469,5021,train
2470,482,train
2471,482,train
2471,117,train
2473,294,train
2474,294,train
2474,449,train
2474,203,train
2475,2642,train
2475,1539,train
2475,5045,train
2476,22126,train
2477,241,train
2478,22016,train
2478,363,train
2478,130,train
2478,294,train
2478,6449,train
2479,21899,train
2479,943,train
2479,1282,train
2480,130,train
2480,482,train
2481,241,train
2482,482,train
2482,117,train
2483,331,train
2484,241,train
2485,5044,train
2486,2642,train
2486,1539,train
2487,482,train
2488,21899,train
2488,3312,train
2488,6449,train
2488,7414,train
2489,936,train
2489,241,train
2490,331,train
2490,67,train
2490,1605,train
2490,775,train
2491,241,train
2491,1545,train
2491,1533,train
2491,5045,train
2492,6467,train
2493,241,train
2493,331,train
2494,1414,train
2495,85,train
2496,482,train
2496,117,train
2497,445,train
2498,241,train
2498,946,train
2499,2642,train
2500,5044,train
2415,482,train
2415,117,train
2501,482,train
2501,117,train
2502,377,train
2502,241,train
2502,331,train
2502,294,train
2503,241,train
2503,449,train
2504,482,train
2505,930,train
2505,22438,train
2506,85,train
2506,237,train
2507,1559,train
2508,6467,train
2509,241,train
2510,2874,train
2510,712,train
2511,780,train
2512,482,train
2512,117,train
2513,3409,train
2513,363,train
2513,421,train
2513,294,train
2513,1540,train
2513,923,train
2513,6463,train
2514,445,train
2514,961,train
2514,22547,train
2515,241,train
2515,2642,train
2516,294,train
2517,294,train
2518,21899,train
2518,2886,train
2519,482,train
2520,482,train
2520,117,train
2521,241,train
2521,1615,train
2522,2874,train
2523,294,train
2523,22879,train
2524,23532,train
2525,936,train
2525,241,train
2525,2881,train
2526,1282,train
2318,21725,train
2318,6441,train
2527,294,train
2527,23482,train
2527,203,train
2528,241,train
2528,258,train
2529,241,train
2529,23466,train
2530,445,train
2531,294,train
2531,5624,train
2532,445,train
2532,21899,train
2532,331,train
2532,67,train
2532,966,train
2533,241,train
2534,85,train
2534,1171,train
2535,421,train
2535,23556,train
2536,241,train
2537,241,train
2537,421,train
2538,21899,train
2538,5023,train
2539,21899,train
2539,1566,train
2539,1559,train
2539,776,train
2539,2886,train
2540,482,train
2540,117,train
2541,294,train
2542,24,train
2542,1263,train
2543,241,train
2543,1302,train
2543,1576,train
2543,3950,train
2543,6441,train
2544,956,train
2544,961,train
2544,283,train
2544,2724,train
2544,2880,train
2545,294,train
2545,22823,train
2545,5621,train
2546,241,train
2547,241,train
2547,331,train
2548,241,train
2549,948,train
2549,449,train
2550,22325,train
2551,241,train
2551,963,train
2552,241,train
2553,421,train
2554,241,train
2554,963,train
2554,22236,train
2555,294,train
2555,22524,train
2555,23038,train
2555,449,train
2555,203,train
2556,515,train
2557,85,train
2558,482,train
2558,117,train
2559,241,train
2560,241,train
2560,363,train
2560,294,train
2561,85,train
2563,3744,train
2564,241,train
2564,421,train
2564,294,train
2565,939,train
2565,241,train
2565,294,train
2565,21725,train
2566,294,train
2567,445,train
2567,294,train
2568,2651,train
2569,377,train
2569,21899,train
2569,331,train
2569,421,train
2569,294,train
2569,1547,train
2570,241,train
2571,241,train
2572,85,train
2573,258,train
2574,1341,train
2574,196,train
2575,294,train
2575,1341,train
2576,241,train
2576,23038,train
2577,515,train
2578,939,train
2578,926,train
2579,482,train
2580,241,train
2581,294,train
2582,377,train
2582,241,train
2582,299,train
2582,421,train
2582,294,train
2582,6470,train
2582,1569,train
2582,1547,train
2582,22367,train
2583,241,train
2583,963,train
2583,22236,train
2584,482,train
2584,117,train
2585,241,train
2586,482,train
2586,117,train
2587,377,train
2587,241,train
2587,331,train
2587,294,train
2587,267,train
2587,1615,train
2587,449,train
2587,258,train
2587,22929,train
2588,377,train
2588,241,train
2588,394,train
2588,1302,train
2588,3942,train
2588,23290,train
2589,1290,train
2590,191,train
2590,294,train
2590,231,train
2590,1547,train
2590,22021,train
2591,515,train
2592,85,train
2593,85,train
2594,936,train
2594,241,train
2594,331,train
2595,445,train
2596,2612,train
2596,256,train
2597,377,train
2598,85,train
2599,241,train
2600,529,train
2601,377,train
2601,331,train
2601,2649,train
2601,294,train
2601,267,train
2601,1615,train
2601,449,train
2601,258,train
2601,22929,train
2602,241,train
2602,3937,train
2603,331,train
2603,966,train
2603,421,train
2603,294,train
2603,775,train
2604,241,train
2604,294,train
2604,258,train
2605,241,train
2606,482,train
2606,117,train
2607,161,train
2608,85,train
2609,241,train
2609,963,train
2609,22236,train
2610,258,train
2611,85,train
2612,241,train
2613,256,train
2614,331,train
2614,23012,train
2614,421,train
2614,294,train
2614,22879,train
2614,231,train
2614,237,train
2615,241,train
2615,421,train
2615,294,train
2615,22763,train
2615,1179,train
2615,258,train
2615,22929,train
2616,258,train
2616,5007,train
2617,241,train
2618,331,train
2619,377,train
2619,331,train
2619,294,train
2619,267,train
2619,1615,train
2619,925,train
2619,449,train
2619,258,train
2619,22929,train
2620,85,train
2621,338,train
2622,241,train
2622,421,train
2622,294,train
2623,241,train
2624,241,train
2625,22901,train
2625,5017,train
2625,203,train
2625,1539,train
2625,22105,train
2626,237,train
2627,241,train
2627,421,train
2627,294,train
2628,704,train
2629,294,train
2629,24,train
2629,256,train
2630,1605,train
2631,294,train
2632,241,train
2632,294,train
2633,241,train
2634,482,train
2634,117,train
2635,1533,train
2636,85,train
2637,241,train
2637,963,train
2637,22236,train
2638,2612,train
2638,1353,train
2638,1291,train
2639,241,train
2639,23221,train
2639,5020,train
2639,925,train
2640,331,train
2641,930,train
2641,241,train
2641,1298,train
2641,1615,train
2642,331,train
2642,363,train
2642,421,train
2642,1550,train
2643,241,train
2643,963,train
2643,21965,train
2643,925,train
2644,2630,train
2644,237,train
2645,331,train
2645,421,train
2645,21965,train
2645,294,train
2646,241,train
2646,3937,train
2647,241,train
2648,294,train
2649,2342,train
2650,482,train
2650,7824,train
2650,5149,train
2651,331,train
2651,3942,train
2652,241,train
2652,21901,train
2652,5628,train
2653,67,train
2654,241,train
2655,241,train
2655,963,train
2655,23038,train
2655,203,train
2655,1563,train
2656,85,train
2657,21899,train
2658,23213,train
2658,2633,train
2659,482,train
2660,482,train
2660,117,train
2661,377,train
2662,954,train
2662,237,train
2662,482,train
2663,241,train
2663,331,train
2663,294,train
2663,1560,train
2665,1539,train
2666,331,train
2666,67,train
2666,421,train
2666,923,train
2667,241,train
2668,482,train
2669,241,train
2670,421,train
2670,5146,train
2671,22438,train
2671,3753,train
2671,5717,train
2671,3744,train
2671,23038,train
2671,784,train
2671,22076,train
2672,241,train
2673,241,train
2673,963,train
2673,22953,train
2674,331,train
2675,8032,train
2676,241,train
2676,421,train
2676,294,train
2676,23038,train
2676,1576,train
2677,241,train
2677,4036,train
2678,241,train
2678,5044,train
2679,482,train
2679,117,train
2680,482,train
2681,930,train
2681,23012,train
2681,926,train
2682,241,train
2682,535,train
2683,2001,train
2683,294,train
2684,21899,train
2684,1559,train
2684,2886,train
2686,377,train
2686,331,train
2686,421,train
2686,294,train
2686,267,train
2686,1569,train
2686,23097,train
2686,258,train
2686,21725,train
2686,5609,train
2687,445,train
2687,943,train
2687,241,train
2687,394,train
2687,531,train
2687,3732,train
2687,1291,train
2688,445,train
2688,21725,train
2689,241,train
2690,3277,train
2691,241,train
2691,294,train
2692,482,train
2693,1892,train
2693,237,train
2693,23301,train
2694,241,train
2694,2881,train
2694,2756,train
2694,23290,train
2694,1539,train
2694,21983,train
2694,3940,train
2695,161,train
2696,445,train
2697,482,train
2698,1414,train
2698,22288,train
2699,1263,train
2699,7735,train
2700,377,train
2701,21633,train
2701,258,train
2702,241,train
2702,3756,train
2703,421,train
2703,294,train
2703,23038,train
2703,923,train
2704,299,train
2704,21941,train
2705,377,train
2705,241,train
2705,331,train
2705,294,train
2706,2733,train
2707,294,train
2707,237,train
2707,23369,train
2708,241,train
2709,1545,train
2709,294,train
2709,22856,train
2709,23313,train
2710,482,train
2710,117,train
2711,294,train
2712,241,train
2712,21965,train
2713,21899,train
2713,241,train
2714,1298,train
2714,2874,train
2715,421,train
2715,294,train
2715,23482,train
2715,2600,train
2715,115,train
2716,241,train
2717,241,train
2717,331,train
2718,445,train
2718,21899,train
2719,241,train
2719,5009,train
2720,377,train
2720,191,train
2720,331,train
2720,67,train
2720,421,train
2720,294,train
2720,161,train
2720,2744,train
2720,867,train
2721,241,train
2721,925,train
2722,67,train
2722,23038,train
2723,241,train
2724,445,train
2725,241,train
2725,1554,train
2726,331,train
2727,241,train
2727,2733,train
2728,294,train
2728,2603,train
2729,241,train
2729,421,train
2730,258,train
2731,331,train
2731,237,train
2732,331,train
2732,23012,train
2732,966,train
2732,421,train
2732,294,train
2732,231,train
2732,22364,train
2732,22224,train
2732,43,train
2733,21801,train
2734,241,train
2735,241,train
2736,241,train
2736,294,train
2737,241,train
2737,258,train
2738,241,train
2738,331,train
2738,394,train
2738,1533,train
2739,377,train
2739,23537,train
2739,445,train
2739,241,train
2739,331,train
2739,67,train
2739,363,train
2739,394,train
2739,421,train
2739,130,train
2739,23026,train
2739,1291,train
2739,23290,train
2739,1183,train
2740,241,train
2742,377,train
2742,331,train
2742,294,train
2742,5712,train
2742,948,train
2742,1550,train
2742,516,train
2742,869,train
2742,1547,train
2742,22021,train
2742,5029,train
2743,1566,train
2744,241,train
2745,241,train
2746,363,train
2746,130,train
2747,241,train
2747,294,train
2747,21901,train
2747,21858,train
2747,923,train
2747,22763,train
2748,241,train
2748,1302,train
2748,1554,train
2748,237,train
2749,241,train
2750,241,train
2750,430,train
2750,394,train
2750,421,train
2750,5930,train
2750,23290,train
2750,21725,train
2751,1265,train
2752,241,train
2752,294,train
2753,241,train
2753,23026,train
2754,241,train
2755,926,train
2756,22438,train
2756,241,train
2756,421,train
2756,294,train
2756,258,train
2757,363,train
2757,294,train
2758,241,train
2758,5020,train
2759,445,train
2759,21899,train
2760,21899,train
2760,331,train
2760,449,train
2761,241,train
2761,2881,train
2761,511,train
2762,445,train
2763,2649,train
2763,925,train
2764,1539,train
2765,241,train
2765,258,train
2765,22929,train
2766,482,train
2767,294,train
2767,2603,train
2768,22042,train
2769,241,train
2769,2649,train
2770,191,train
2771,241,train
2771,1298,train
2771,294,train
2771,449,train
2772,294,train
2772,923,train
2772,5624,train
2773,241,train
2773,22138,train
2774,294,train
2775,22438,train
2775,294,train
2775,23301,train
2776,377,train
2776,934,train
2777,85,train
2778,377,train
2778,241,train
2778,331,train
2778,421,train
2778,294,train
2778,23482,train
2778,2765,train
2778,161,train
2778,6470,train
2778,1569,train
2778,2616,train
2778,1547,train
2778,22021,train
2778,258,train
2779,241,train
2780,241,train
2781,294,train
2782,294,train
2783,241,train
2783,294,train
2783,6463,train
2784,22204,train
2784,241,train
2784,421,train
2784,294,train
2784,267,train
2785,241,train
2785,331,train
2786,22367,train
2787,1282,train
2788,241,train
2788,780,train
2789,482,train
2790,294,train
2791,241,train
2791,3952,train
2792,2344,train
2793,482,train
2793,23296,train
2794,67,train
2794,237,train
2795,241,train
2796,445,train
2796,294,train
2796,2881,train
2797,241,train
2797,2743,train
2798,964,train
2798,241,train
2798,363,train
2798,21965,train
2798,130,train
2798,23298,train
2798,6449,train
2798,2743,train
2799,482,train
2800,22524,train
2800,23038,train
2800,203,train
2801,445,train
2801,3732,train
2802,961,train
2802,527,train
2803,294,train
2804,241,train
2804,23290,train
2806,294,train
2806,482,train
2807,241,train
2807,1291,train
2807,5605,train
2809,377,train
2809,421,train
2809,934,train
2809,2622,train
2809,237,train
2810,241,train
2810,1545,train
2811,482,train
2812,964,train
2812,1559,train
2812,2743,train
2813,482,train
2813,117,train
2814,241,train
2814,1576,train
2814,925,train
2814,1539,train
2814,5613,train
2815,886,train
2816,241,train
2816,2649,train
2817,241,train
2817,67,train
2817,294,train
2817,923,train
2817,258,train
2818,294,train
2818,482,train
2819,294,train
2819,23038,train
2819,237,train
2820,445,train
2820,1282,train
2821,258,train
2821,117,train
2822,377,train
2822,22204,train
2822,22438,train
2822,241,train
2822,22901,train
2822,331,train
2822,22164,train
2822,430,train
2822,421,train
2822,267,train
2822,1615,train
2822,1929,train
2822,449,train
2823,482,train
2824,241,train
2824,294,train
2825,258,train
2826,377,train
2826,1539,train
2827,377,train
2827,241,train
2827,331,train
2827,294,train
2827,1576,train
2827,23290,train
2827,258,train
2828,1559,train
2828,2743,train
2829,482,train
2830,482,train
2831,331,train
2831,23056,train
2831,67,train
2831,22624,train
2831,22746,train
2832,5619,train
2833,241,train
2833,421,train
2834,377,train
2835,22245,train
2835,5890,train
2835,482,train
2836,22718,train
2837,482,train
2837,117,train
2838,482,train
2839,267,train
2839,23026,train
2840,294,train
2840,482,train
2841,67,train
2841,23183,train
2841,1605,train
2842,241,train
2843,5019,train
2844,294,train
2844,482,train
2845,241,train
2845,394,train
2846,22843,train
2846,3753,train
2846,3744,train
2847,2604,train
2847,331,train
2847,67,train
2848,23038,train
2849,482,train
2850,421,train
2850,482,train
2851,421,train
2851,482,train
2852,482,train
2853,85,train
2854,482,train
2855,377,train
2855,2641,train
2855,421,train
2855,934,train
2855,2616,train
2856,22718,train
2857,241,train
2858,294,train
2858,237,train
2859,2884,train
2859,22399,train
2859,954,train
2859,482,train
2860,191,train
2860,421,train
2860,294,train
2860,23482,train
2860,923,train
2861,482,train
2862,421,train
2862,294,train
2862,482,train
2863,67,train
2863,23183,train
2863,1605,train
2864,22204,train
2864,241,train
2864,513,train
2864,22763,train
2865,294,train
2865,482,train
2866,241,train
2866,294,train
2866,258,train
2867,482,train
2868,85,train
2869,445,train
2869,331,train
2869,421,train
2870,482,train
2870,117,train
2871,241,train
2871,1319,train
2872,964,train
2872,421,train
2872,294,train
2872,923,train
2873,5750,train
2874,2348,train
2875,241,train
2876,241,train
2876,430,train
2876,1191,train
2877,445,train
2878,241,train
2879,294,train
2879,482,train
2880,237,train
2880,482,train
2881,294,train
2882,117,train
2883,241,train
2883,3937,train
2884,936,train
2884,241,train
2884,1298,train
2884,267,train
2884,5,train
2884,4830,train
2884,2734,train
2884,23559,train
2885,241,train
2886,294,train
2887,482,train
2888,294,train
2888,948,train
2888,237,train
2889,241,train
2889,1579,train
2889,430,train
2889,2649,train
2889,421,train
2889,294,train
2889,1302,train
2889,926,train
2889,1615,train
2889,948,train
2889,23038,train
2889,1576,train
2889,1554,train
2889,925,train
2889,22763,train
2889,5151,train
2889,23290,train
2889,22367,train
2889,3940,train
2889,416,train
2890,7718,train
2891,8032,train
2892,258,train
2893,445,train
2893,241,train
2893,430,train
2893,2882,train
2893,237,train
2893,2756,train
2894,294,train
2895,241,train
2895,294,train
2895,267,train
2895,23038,train
2896,241,train
2896,23038,train
2897,241,train
2898,241,train
2898,421,train
2898,267,train
2898,925,train
2899,241,train
2899,67,train
2899,430,train
2899,43,train
2900,237,train
2900,482,train
2900,117,train
2901,482,train
2902,5162,train
2903,241,train
2904,377,train
2905,331,train
2905,67,train
2905,23290,train
2905,43,train
2906,421,train
2906,294,train
2907,377,train
2907,22438,train
2907,241,train
2907,23221,train
2907,394,train
2907,1555,train
2907,1302,train
2907,3950,train
2907,449,train
2907,2881,train
2908,241,train
2909,85,train
2909,421,train
2910,117,train
2911,241,train
2912,85,train
2913,445,train
2914,294,train
2914,482,train
2915,67,train
2915,23183,train
2916,930,train
2917,241,train
2917,331,train
2917,1533,train
2918,377,train
2918,241,train
2918,934,train
2918,925,train
2919,241,train
2919,294,train
2920,37,train
2920,85,train
2921,85,train
2921,1203,train
2922,2884,train
2922,237,train
2922,23296,train
2923,900,train
2924,85,train
2924,2053,train
2925,241,train
2925,294,train
2926,377,train
2926,331,train
2927,241,train
2927,294,train
2928,241,train
2928,294,train
2928,7723,train
2929,948,train
2929,337,train
2930,482,train
2931,85,train
2932,85,train
2932,7735,train
2933,67,train
2933,966,train
2933,2881,train
2934,445,train
2934,241,train
2934,331,train
2934,925,train
2936,22438,train
2936,241,train
2937,21899,train
2937,961,train
2938,241,train
2938,294,train
2939,241,train
2939,23221,train
2939,23288,train
2939,3753,train
2939,3744,train
2939,948,train
2939,2744,train
2939,7730,train
2939,1169,train
2940,363,train
2940,130,train
2940,23038,train
2940,6452,train
2941,237,train
2941,22367,train
2942,381,train
2943,241,train
2943,1576,train
2943,1554,train
2943,925,train
2944,5004,train
2945,241,train
2946,294,train
2946,1547,train
2947,85,train
2947,22640,train
2948,85,train
2949,331,train
2949,67,train
2950,294,train
2950,1547,train
2951,948,train
2952,23038,train
2952,5004,train
2952,449,train
2952,5162,train
2953,377,train
2953,191,train
2953,22438,train
2953,331,train
2953,363,train
2953,394,train
2953,421,train
2953,130,train
2953,1701,train
2953,294,train
2953,934,train
2953,23482,train
2953,22640,train
2953,1569,train
2953,1291,train
2954,331,train
2954,294,train
2955,117,train
2957,85,train
2957,161,train
2958,504,train
2959,203,train
2960,294,train
2960,1547,train
2961,294,train
2961,923,train
2961,5157,train
2962,930,train
2962,241,train
2962,421,train
2962,161,train
2963,241,train
2963,21827,train
2963,267,train
2964,421,train
2965,241,train
2966,241,train
2966,165,train
2967,2600,train
2968,241,train
2968,23026,train
2968,925,train
2969,241,train
2970,23026,train
2971,482,train
2971,117,train
2972,3277,train
2973,85,train
2973,5762,train
2974,377,train
2974,445,train
2974,241,train
2974,331,train
2974,394,train
2974,294,train
2974,1533,train
2974,22524,train
2974,1291,train
2975,85,train
2976,377,train
2976,241,train
2976,22901,train
2976,21965,train
2977,82,train
2977,1610,train
2977,294,train
2978,377,train
2978,241,train
2978,430,train
2978,1228,train
2979,68,train
2979,23183,train
2980,67,train
2980,966,train
2980,22762,train
2981,421,train
2981,23026,train
2981,5631,train
2981,23008,train
2981,1291,train
2982,241,train
2983,1610,train
2984,939,train
2984,82,train
2984,85,train
2985,85,train
2986,482,train
2987,482,train
2988,445,train
2988,130,train
2988,203,train
2989,948,train
2989,1198,train
2990,241,train
2991,85,train
2992,241,train
2992,4823,train
2993,294,train
2994,482,train
2995,482,train
2995,117,train
2996,85,train
2997,241,train
2998,117,train
2999,294,train
3000,241,train
3000,1298,train
3001,85,train
3002,3893,train
3003,445,train
3004,421,train
3004,294,train
3004,923,train
3005,482,train
3006,241,train
3006,294,train
3006,22879,train
3006,203,train
3007,241,train
3008,377,train
3008,23537,train
3008,939,train
3008,22901,train
3008,3314,train
3008,331,train
3008,67,train
3008,21835,train
3008,23184,train
3008,421,train
3008,294,train
3008,23482,train
3008,1550,train
3008,1693,train
3008,2765,train
3008,161,train
3008,1569,train
3008,1540,train
3008,867,train
3008,21998,train
3008,22753,train
3008,1291,train
3008,203,train
3008,21633,train
3009,294,train
3010,482,train
3011,241,train
3011,925,train
3011,1539,train
3012,85,train
3013,85,train
3013,23146,train
3014,241,train
3015,421,train
3015,237,train
3016,1579,train
3016,23026,train
3016,3893,train
3016,1291,train
3016,3937,train
3017,421,train
3018,482,train
3019,377,train
3019,241,train
3019,394,train
3019,925,train
3019,1291,train
3019,23290,train
3020,482,train
3021,299,train
3021,534,train
3022,331,train
3022,22762,train
3023,377,train
3023,936,train
3023,241,train
3023,22893,train
3023,67,train
3023,1579,train
3023,430,train
3023,421,train
3023,294,train
3023,5770,train
3023,449,train
3023,22560,train
3023,5631,train
3024,241,train
3025,85,train
3025,294,train
3026,377,train
3026,926,train
3027,445,train
3027,331,train
3027,67,train
3027,421,train
3027,22762,train
3027,2730,train
3028,85,train
3028,1204,train
3029,294,train
3029,923,train
3029,23423,train
3030,2666,train
3031,5026,train
3031,903,train
3032,1539,train
3033,377,train
3033,191,train
3033,331,train
3033,23370,train
3033,1974,train
3034,445,train
3035,1068,train
3036,515,train
3037,85,train
3038,377,train
3038,21968,train
3038,445,train
3038,294,train
3038,1251,train
3039,85,train
3040,241,train
3041,421,train
3041,294,train
3041,161,train
3042,241,train
3043,241,train
3043,294,train
3044,482,train
3045,241,train
3045,294,train
3046,241,train
3046,430,train
3046,1576,train
3046,237,train
3046,1191,train
3047,1539,train
3048,331,train
3049,23026,train
3049,3937,train
3050,377,train
3050,22438,train
3050,331,train
3050,294,train
3051,294,train
3052,241,train
3052,3739,train
3053,241,train
3053,5605,train
3054,964,train
3055,241,train
3056,85,train
3057,85,train
3058,1291,train
3059,5628,train
3060,363,train
3060,130,train
3060,23038,train
3060,1554,train
3060,449,train
3061,482,train
3062,241,train
3063,22560,train
3064,331,train
3064,67,train
3064,237,train
3065,237,train
3065,203,train
3066,294,train
3066,1251,train
3067,85,train
3067,237,train
3068,294,train
3068,1554,train
3068,21831,train
3069,5004,train
3070,1539,train
3071,241,train
3071,1579,train
3071,2223,train
3072,943,train
3072,241,train
3072,1302,train
3072,449,train
3073,85,train
3073,2230,train
3074,85,train
3074,22325,train
3075,241,train
3076,954,train
3077,377,train
3077,445,train
3077,191,train
3077,22901,train
3077,331,train
3077,23012,train
3077,294,train
3077,23482,train
3077,203,train
3078,241,train
3079,331,train
3080,1551,train
3080,191,train
3080,331,train
3081,241,train
3082,85,train
3083,964,train
3083,5024,train
3084,85,train
3085,241,train
3085,294,train
3086,241,train
3086,925,train
3087,241,train
3087,294,train
3088,331,train
3088,67,train
3088,966,train
3088,237,train
3088,6445,train
3089,294,train
3090,85,train
3091,421,train
3092,299,train
3092,5624,train
3093,241,train
3093,963,train
3093,421,train
3094,241,train
3095,445,train
3095,21899,train
3095,331,train
3095,294,train
3096,22438,train
3096,331,train
3096,67,train
3096,299,train
3096,421,train
3096,22980,train
3096,6445,train
3097,241,train
3098,241,train
3098,23026,train
3099,85,train
3099,1291,train
3100,377,train
3100,930,train
3100,241,train
3100,22524,train
3101,948,train
3102,5162,train
3103,241,train
3104,294,train
3104,5624,train
3105,377,train
3105,241,train
3105,331,train
3105,1576,train
3105,925,train
3105,1291,train
3105,23290,train
3106,85,train
3106,1540,train
3107,241,train
3107,421,train
3108,5004,train
3109,377,train
3109,294,train
3110,294,train
3111,85,train
3112,294,train
3113,294,train
3114,377,train
3114,445,train
3115,22438,train
3115,956,train
3116,22322,train
3116,23221,train
3116,294,train
3117,1618,train
3117,85,train
3118,294,train
3119,445,train
3119,331,train
3120,926,train
3121,241,train
3122,241,train
3122,22763,train
3122,2663,train
3123,241,train
3123,3955,train
3123,1955,train
3123,1302,train
3124,241,train
3124,925,train
3125,241,train
3125,237,train
3126,22560,train
3127,22438,train
3127,241,train
3128,421,train
3128,2658,train
3129,241,train
3129,22482,train
3130,377,train
3130,445,train
3131,241,train
3132,241,train
3133,191,train
3134,377,train
3135,241,train
3135,294,train
3137,241,train
3138,241,train
3139,6476,train
3140,241,train
3140,294,train
3140,237,train
3141,67,train
3142,22901,train
3142,331,train
3142,23482,train
3143,294,train
3144,191,train
3145,241,train
3145,294,train
3146,294,train
3147,241,train
3148,241,train
3149,22140,train
3149,22524,train
3150,377,train
3150,445,train
3152,445,train
3152,421,train
3153,241,train
3154,445,train
3155,22560,train
3156,294,train
3157,241,train
3158,241,train
3159,294,train
3160,363,train
3161,939,train
3161,954,train
3162,3893,train
3163,22438,train
3163,294,train
3164,504,train
3166,445,train
3166,5004,train
3167,2730,train
3168,294,train
3169,67,train
